Voxel size (nm): 
20	0

Voxel X		Voxel Y		Voxel Z		Dose (eV)    Dose (Gy)
-1  2328  -1  31.5942  631.884
-1  2329  -1  13.6699  273.397
0  2329  0  12.1  242
-1  2330  0  25.2119  504.238
0  2330  -1  20.501  410.02
0  2330  0  13.0963  261.925
-1  2331  -1  0.172586  3.45172
-1  2331  0  40.5321  810.642
0  2331  0  28.986  579.72
-1  2338  0  45.6129  912.259
0  2338  0  0.80129  16.0258
0  2340  -1  18.7169  374.338
-1  2342  -1  14.727  294.539
0  2343  0  10.8407  216.814
-1  2344  0  21.2349  424.698
0  2345  -1  9.63179  192.636
0  2345  0  17.6834  353.668
-1  2349  0  12.2219  244.438
0  2349  0  43.5086  870.172
-1  2352  -1  11.5534  231.068
-1  2355  0  37.3306  746.613
0  2357  -1  11.18  223.599
-1  2361  -1  41.7683  835.365
-1  2361  0  30.9479  618.959
-1  2363  -1  9.11919  182.384
0  2363  -1  9.38819  187.764
0  2367  0  8.84388  176.878
0  2368  -1  8.76  175.2
0  2368  0  21.833  436.66
-1  2369  -1  19.6639  393.277
-1  2369  0  0.150259  3.00518
0  2369  -1  26.9797  539.594
-1  2371  0  12.4375  248.749
-1  2373  -1  0.156777  3.13553
0  2373  -1  32.2443  644.886
0  2373  0  17.3823  347.645
-1  2380  -1  32.6414  652.827
0  2380  -1  6.81374  136.275
-1  2381  -1  9.14857  182.971
-1  2381  0  12.6591  253.181
0  2381  -1  0.141734  2.83469
0  2381  0  0.141893  2.83785
-1  2382  0  12.6243  252.487
0  2382  -1  12.5046  250.093
-1  2383  -1  1.55547  31.1094
-1  2383  0  19.0416  380.833
-1  2384  -1  6.82774  136.555
-1  2384  0  32.7658  655.316
-1  2385  -1  50.2481  1004.96
-1  2385  0  10.593  211.861
0  2385  -1  41.2104  824.209
0  2385  0  24.4604  489.209
-1  2386  0  32.2913  645.825
0  2386  -1  0.705597  14.1119
0  2386  0  24.8692  497.384
-1  2387  -1  0.785258  15.7052
-1  2387  0  17.1489  342.978
0  2387  -1  8.76  175.2
0  2387  0  18.0633  361.267
-1  2394  -1  17.1615  343.229
0  2394  0  16.7891  335.782
-1  2396  0  18.0906  361.812
-1  2397  -1  12.4108  248.216
-1  2397  0  11.1786  223.573
0  2397  -1  8.52667  170.533
0  2398  -1  44.0001  880.002
-1  2399  -1  21.4334  428.668
-1  2399  0  17.0659  341.318
-1  2400  -1  22.8744  457.489
-1  2400  0  9.30352  186.07
-1  2402  -1  67.6476  1352.95
-1  2402  0  69.6005  1392.01
0  2402  -1  82.6802  1653.6
0  2402  0  48.4711  969.422
-1  2403  -1  229.7  4594.01
-1  2403  0  40.7998  815.997
0  2403  -1  110.433  2208.66
0  2403  0  41.8069  836.138
-1  2404  0  23.8029  476.058
-1  2405  -1  20.3456  406.911
0  2406  -1  18.6574  373.148
-1  2408  0  11.7382  234.764
0  2409  0  10.5095  210.191
-1  2411  0  24.3258  486.515
0  2411  0  10.699  213.981
-1  2412  0  86.0126  1720.25
0  2412  0  23.9703  479.406
-1  2416  -1  26.2234  524.469
-1  2416  0  0.194103  3.88205
0  2416  -1  12.4885  249.771
0  2416  0  27.4154  548.308
0  2417  0  7.01774  140.355
0  2420  0  15.4875  309.749
-1  2423  -1  33.4574  669.148
3  2424  -2  15.7725  315.451
0  2425  -1  34.5096  690.191
-1  2426  -1  13.7116  274.233
-1  2427  -1  37.106  742.12
0  2427  -1  17.1288  342.576
-1  2428  -1  79.9516  1599.03
-1  2428  0  16.8  336
0  2428  -1  20.6525  413.051
0  2428  0  277.155  5543.1
-1  2430  -1  12.928  258.56
-1  2430  0  7.17192  143.438
0  2430  -1  66.7214  1334.43
0  2430  0  29.3185  586.37
-1  2436  0  16.9771  339.541
0  2436  -1  9.13301  182.66
-1  2437  0  20.9736  419.472
-1  2438  -1  8.76  175.2
-1  2438  0  12.0812  241.624
0  2438  0  26.4937  529.874
0  2438  1  9.03726  180.745
0  2439  -1  10.6643  213.286
-1  2440  -1  1.36774  27.3549
-1  2440  0  1.89112  37.8224
0  2440  -1  0.223532  4.47065
0  2440  0  19.1452  382.905
-1  2441  0  12.1541  243.082
-1  2444  0  11.7491  234.982
-1  2446  0  14.5749  291.497
-1  2447  0  9.47502  189.5
0  2447  -1  0.309127  6.18255
0  2447  0  43.6525  873.05
-1  2450  -1  18.2554  365.108
-1  2453  -1  13.7775  275.551
-1  2453  0  12.1  242
-1  2454  0  10.1862  203.723
0  2454  0  16.8  336
-1  2455  0  12.4012  248.025
0  2455  -1  10.0116  200.232
0  2455  0  13.3667  267.335
0  2456  0  41.4051  828.102
-1  2458  -1  210.533  4210.65
0  2458  0  32.2  644
-1  2461  -1  0.666479  13.3296
-1  2461  0  12.6229  252.458
0  2461  -1  15.6292  312.584
0  2461  0  63.5267  1270.53
-1  2464  -1  8.76  175.2
0  2464  0  25.5781  511.561
-1  2465  0  14.6727  293.454
-1  2466  -1  10.2591  205.183
-1  2467  -1  26.2697  525.395
-1  2468  0  9.21276  184.255
-1  2469  0  21.5296  430.592
0  2469  0  64.4819  1289.64
0  2473  -1  11.116  222.319
-1  2474  0  16.8162  336.325
-1  2477  0  0.133869  2.67739
0  2477  0  49.9989  999.979
0  2478  -1  16.3053  326.105
-1  2479  -1  27.6251  552.501
-1  2481  0  10.6124  212.248
-1  2482  -1  7.28782  145.756
-1  2482  0  9.71937  194.387
0  2482  -1  23.9263  478.525
0  2482  0  103.676  2073.52
-2  2483  -2  11.5172  230.345
-1  2483  -1  24.2545  485.089
-1  2484  -1  0.270851  5.41702
0  2484  -1  11.7173  234.345
0  2484  0  8.76  175.2
-1  2485  -1  19.0875  381.749
-1  2488  -1  8.76  175.2
0  2488  0  12.6861  253.722
-1  2489  -1  6.98986  139.797
-1  2489  0  10.2126  204.252
0  2489  -1  18.345  366.899
0  2489  0  0.464178  9.28355
-1  2490  -1  16.8  336
0  2490  -1  7.75342  155.068
-1  2492  0  23.1519  463.037
0  2492  -1  0.184457  3.68915
0  2492  0  18.8004  376.008
0  2497  0  23.9835  479.67
0  2498  0  9.06273  181.255
0  2502  0  9.07312  181.462
0  2503  -1  11.5182  230.364
0  2503  0  36.9691  739.383
-1  2504  0  9.27239  185.448
0  2504  -1  46.8314  936.627
-1  2507  0  8.80682  176.136
0  2507  -1  9.00605  180.121
-1  2508  -1  70.281  1405.62
-1  2508  0  0.592306  11.8461
0  2508  0  8.76  175.2
-1  2509  0  17.1807  343.614
0  2509  0  9.33975  186.795
0  2511  0  8.74224  174.845
0  2512  0  13.6263  272.525
-1  2513  -1  20.6204  412.408
-1  2515  -1  8.76  175.2
-1  2515  0  0.125077  2.50154
0  2515  0  11.0366  220.732
-1  2516  -1  48.62  972.399
-1  2517  -1  10.1701  203.403
0  2517  -1  7.29893  145.979
0  2521  -1  13.4763  269.526
0  2522  -1  12.61  252.2
-1  2523  0  9.56045  191.209
-1  2524  -1  22.5951  451.902
0  2527  -1  19.2939  385.878
-1  2528  0  9.52009  190.402
0  2528  -1  12.7875  255.749
0  2528  0  35.1609  703.218
-1  2529  -1  18.25  365.001
0  2529  0  9.25717  185.143
0  2530  -1  10.1671  203.341
-1  2533  -1  19.6206  392.411
-1  2534  -1  10.3588  207.176
1  2534  0  16.9702  339.403
0  2535  0  9.19289  183.858
0  2537  0  23.0388  460.775
-1  2538  -1  12.729  254.579
-1  2539  -1  80.5872  1611.74
-1  2539  0  1.24651  24.9302
0  2539  -1  92.0688  1841.38
0  2539  0  28.3137  566.274
-1  2540  0  47.0664  941.328
0  2540  0  79.775  1595.5
-1  2541  0  8.1527  163.054
0  2541  0  0.182318  3.64637
-1  2545  -1  12.1111  242.223
-1  2545  0  14.7329  294.657
0  2546  -1  9.60796  192.159
0  2546  0  22.3048  446.096
-1  2548  -1  45.2088  904.177
-1  2550  0  8.26007  165.201
0  2550  -1  23.4081  468.163
0  2550  0  69.0344  1380.69
0  2551  -1  17.4793  349.585
-1  2552  0  34.9598  699.196
1  2557  -1  17.9656  359.313
-1  2567  -1  38.0587  761.174
-1  2567  0  45.4335  908.671
0  2567  -1  10.1106  202.212
0  2567  0  21.8017  436.034
-1  2568  -1  12.6637  253.275
-1  2569  0  23.3617  467.234
-1  2571  -1  15.1273  302.547
-1  2571  0  32.2  644
-17  2573  -10  329.463  6589.25
-16  2573  -10  35.7098  714.196
-18  2574  -10  15.1047  302.093
-17  2574  -10  135.755  2715.1
-17  2574  -9  400.284  8005.67
-16  2574  -10  6.91489  138.298
-16  2574  -9  8.79602  175.92
-18  2575  -11  6.83021  136.604
-18  2575  -10  461.779  9235.57
-17  2575  -10  486.511  9730.21
-17  2575  -9  141.403  2828.07
-16  2575  -10  10.7748  215.496
-16  2575  -9  7.08636  141.727
-16  2575  -8  54.8045  1096.09
-1  2575  -1  12.9554  259.109
-1  2575  0  15.7841  315.682
0  2575  0  73.7894  1475.79
-16  2576  -8  104.07  2081.41
-15  2576  -8  9.68873  193.775
-15  2576  -7  33.1903  663.806
-4  2576  -2  0.413043  8.26086
-4  2576  -1  7.00251  140.05
-3  2576  -1  18.9782  379.563
-1  2576  -1  46.4655  929.31
-15  2577  -7  64.3035  1286.07
-14  2577  -7  17.9004  358.009
-14  2577  -6  145.391  2907.83
-13  2577  -6  100.828  2016.55
-13  2577  -5  42.3313  846.626
-12  2577  -5  40.6574  813.148
-11  2577  -5  27.9377  558.754
-10  2577  -4  53.5934  1071.87
-8  2577  -3  64.7774  1295.55
-7  2577  -3  51.9902  1039.8
-7  2577  -2  15.1652  303.305
-6  2577  -3  0.124774  2.49549
-6  2577  -2  139.482  2789.65
-5  2577  -2  66.5991  1331.98
-4  2577  -2  171.87  3437.41
-4  2577  -1  17.9447  358.895
-1  2577  -1  10.9557  219.113
0  2577  -1  8.9185  178.37
-12  2578  -5  0.350297  7.00593
-10  2578  -4  34.255  685.101
-2  2578  -1  12.2613  245.226
-1  2579  0  11.0576  221.152
-1  2581  0  9.55043  191.009
-1  2583  -1  9.64284  192.857
-1  2583  0  12.2722  245.443
0  2583  -1  8.13192  162.638
0  2583  0  7.46751  149.35
-1  2584  -1  16.8764  337.528
-1  2584  0  52.4882  1049.76
0  2584  0  8.92761  178.552
-1  2585  -1  21.7866  435.731
-1  2587  -1  20.9415  418.83
-1  2588  0  12.7458  254.916
0  2588  0  12.1  242
0  2589  -1  25.0303  500.606
-1  2593  -1  12.4603  249.206
0  2593  -1  8.99246  179.849
0  2593  0  0.471442  9.42883
-1  2595  -1  22.1121  442.242
0  2595  -1  2.91879  58.3757
0  2598  -1  21.6862  433.723
0  2599  -1  34.858  697.16
-1  2602  0  13.1456  262.913
0  2602  -1  16.9747  339.495
-1  2603  -1  11.2707  225.415
0  2603  -1  17.3151  346.302
0  2603  0  10.5838  211.677
-1  2604  0  13.8755  277.51
0  2604  -1  14.4768  289.536
0  2611  0  20.3856  407.711
-1  2615  -1  12.384  247.679
0  2616  0  20.3892  407.784
-1  2618  0  19.3455  386.91
0  2621  0  17.8846  357.692
-1  2623  -1  15.3596  307.192
-1  2624  -1  17.7494  354.988
-1  2624  0  5.45032  109.006
0  2625  -2  9.02898  180.58
-1  2629  0  17.632  352.64
-1  2630  -1  10.5895  211.79
0  2630  -1  29.4745  589.491
0  2630  0  12.1  242
0  2631  -1  32.2504  645.009
-1  2632  -1  0.491684  9.83367
0  2632  -1  12.1  242
0  2632  0  7.85225  157.045
-1  2633  -1  6.85084  137.017
0  2633  -1  36.9671  739.342
0  2633  0  12.1  242
-1  2635  -1  21.7162  434.324
0  2635  0  33.9178  678.357
0  2636  -1  14.057  281.14
-1  2638  -1  13.9192  278.383
-1  2638  0  8.85284  177.057
0  2638  -1  23.3626  467.253
0  2638  0  16.268  325.36
-1  2640  0  7.34066  146.813
0  2640  -1  19.2698  385.396
0  2640  0  16.9755  339.51
0  2641  -1  12.2881  245.763
0  2641  0  42.4369  848.739
-1  2644  -1  16.8  336
-1  2644  0  6.99954  139.991
0  2647  -1  17.7587  355.174
-1  2649  -1  12.2236  244.472
-1  2649  0  9.51933  190.387
0  2649  0  17.0161  340.323
0  2650  -1  12.203  244.06
0  2651  -1  44.4402  888.805
-1  2656  0  10.0874  201.748
-1  2658  0  7.26046  145.209
0  2658  0  22.0427  440.853
0  2660  -1  49.9981  999.962
-1  2663  -1  50.8325  1016.65
-1  2663  0  24.2811  485.622
0  2663  -1  47.5384  950.768
0  2663  0  74.1594  1483.19
0  2664  -1  13.8888  277.776
0  2664  0  8.9601  179.202
-1  2665  -1  9.40095  188.019
-1  2665  0  21.098  421.96
0  2665  -1  0.204163  4.08326
0  2665  0  0.114395  2.28789
-1  2666  -1  76.0334  1520.67
-1  2666  0  139.479  2789.57
0  2666  -1  23.3581  467.162
0  2666  0  51.8688  1037.38
0  2668  -1  12.4176  248.352
0  2668  0  49.9441  998.882
-1  2669  0  16.8  336
0  2669  -1  30.1149  602.299
-1  2670  -1  41.5084  830.168
-1  2670  0  1.85396  37.0791
0  2670  0  22.6291  452.582
0  2671  -1  22.5564  451.128
0  2671  0  17.3476  346.951
0  2672  -1  9.43615  188.723
-1  2677  -1  76.7037  1534.07
0  2677  0  8.76  175.2
0  2678  0  20.6015  412.03
-1  2679  -1  18.6386  372.772
-1  2679  0  12.9322  258.643
0  2679  -1  18.1866  363.732
0  2679  0  17.2721  345.442
-1  2680  -1  11.5483  230.967
0  2680  -1  0.327131  6.54262
0  2681  -1  92.7351  1854.7
0  2681  0  40.1115  802.23
-1  2683  -1  7.93342  158.668
-1  2683  0  23.6237  472.474
0  2683  0  39.7207  794.415
0  2684  0  17.1755  343.511
0  2685  -1  20.2219  404.438
0  2689  -1  8.76  175.2
0  2689  0  27.3594  547.187
-1  2690  -1  0.395018  7.90036
-1  2690  0  25.6126  512.252
0  2690  0  21.8056  436.112
-1  2692  -1  9.09638  181.928
-1  2693  -1  0.245814  4.91628
-1  2693  0  15.841  316.82
0  2693  -1  32.2  644
0  2693  0  7.50779  150.156
0  2694  -1  9.99885  199.977
0  2694  0  10.2092  204.184
-1  2695  0  30.7472  614.944
0  2695  -1  46.889  937.78
0  2695  0  614.024  12280.5
1  2695  -1  18.4084  368.168
-1  2697  -1  18.7802  375.604
-1  2699  -1  12.5961  251.922
0  2699  0  11.7315  234.629
-1  2701  -1  45.4455  908.91
-1  2706  -1  15.5163  310.326
-1  2707  0  32.2  644
0  2707  -1  6.88237  137.647
0  2707  0  9.6587  193.174
-1  2708  -1  29.1858  583.717
-1  2709  -1  32.439  648.781
-1  2709  0  7.94775  158.955
0  2709  -1  12.5105  250.209
0  2709  0  10.7436  214.873
0  2711  -2  9.77567  195.513
-1  2718  -1  1.4841  29.6821
-1  2718  0  13.3172  266.344
0  2718  -1  8.2064  164.128
0  2718  0  0.213472  4.26944
0  2719  -1  0.368934  7.37869
0  2719  0  37.1612  743.223
0  2723  -1  9.72527  194.505
0  2723  0  25.3548  507.097
-1  2724  -1  24.2986  485.973
0  2724  0  20.871  417.42
-1  2726  -1  16.2933  325.866
0  2729  0  38.4946  769.892
-1  2730  -1  23.7128  474.257
0  2730  -1  5.44931  108.986
-1  2732  -1  7.06186  141.237
0  2732  -1  0.172196  3.44391
0  2732  0  12.1  242
0  2733  -1  0.554609  11.0922
0  2733  0  0.173263  3.46526
-1  2735  0  27.0784  541.568
-1  2738  -1  18.9802  379.605
-1  2739  -1  12.1  242
-1  2739  0  9.19186  183.837
0  2739  -1  12.3928  247.856
0  2739  0  0.620495  12.4099
-1  2740  0  21.3153  426.306
-1  2741  -1  18.5726  371.451
-1  2741  0  0.0276101  0.552201
0  2741  -1  9.53442  190.688
0  2741  0  18.8492  376.983
0  2742  0  18.7606  375.212
0  2743  -1  45.6363  912.727
0  2743  0  32.2  644
-1  2744  -1  0.750749  15.015
-1  2744  0  25.3484  506.967
0  2744  -1  37.6888  753.776
0  2744  0  16.8  336
-1  2748  -1  12.6725  253.45
-1  2750  -1  1.31543  26.3086
-1  2750  0  7.76314  155.263
0  2750  -1  12.4325  248.65
0  2750  0  48.9648  979.296
-1  2752  -1  32.5928  651.857
-1  2752  0  82.514  1650.28
0  2752  -1  6.88997  137.799
0  2752  0  8.76  175.2
-1  2754  0  19.4232  388.464
-1  2757  -1  41.6174  832.349
0  2757  -1  0.695108  13.9022
0  2758  -1  9.76126  195.225
-1  2759  -1  12.1711  243.421
-1  2760  -1  18.6593  373.187
0  2761  -1  13.9312  278.623
-1  2762  0  33.219  664.379
0  2763  -1  10.8996  217.992
0  2763  0  12.5179  250.357
-1  2764  -1  15.4296  308.591
0  2767  0  21.014  420.279
0  2770  -1  17.7613  355.226
0  2772  0  28.7914  575.828
0  2773  0  9.45907  189.181
-1  2774  0  27.0394  540.789
0  2775  -1  42.6313  852.625
0  2776  0  15.0496  300.993
0  2777  -1  149.545  2990.9
0  2777  0  41.4589  829.177
-1  2779  -1  16.8  336
-1  2779  0  27.0923  541.846
0  2779  -1  8.00362  160.072
0  2779  0  10.1462  202.923
-1  2780  0  22.6608  453.216
0  2780  -1  17.6957  353.915
0  2780  0  26.6737  533.474
-1  2781  0  10.6974  213.947
0  2781  -1  11.3135  226.27
0  2783  -1  14.536  290.721
-1  2784  -1  32.2  644
0  2784  -1  13.7055  274.109
0  2784  0  26.6544  533.087
1  2785  2  15.3864  307.728
-1  2786  0  12.1  242
0  2786  0  7.3952  147.904
-1  2788  -1  23.1023  462.046
-1  2788  0  57.0982  1141.96
0  2788  0  46.8424  936.849
0  2789  -2  25.4622  509.244
-1  2792  0  32.0053  640.106
0  2792  0  0.779757  15.5951
-1  2793  -1  0.511285  10.2257
-1  2793  0  12.1  242
0  2793  -1  1.07711  21.5423
0  2793  0  7.97298  159.46
0  2796  -1  39.4514  789.028
0  2796  0  8.76  175.2
-1  2797  -1  4.73516  94.7031
-1  2797  0  47.79  955.8
0  2797  -1  8.03798  160.76
-1  2798  0  12.5316  250.631
0  2799  0  14.7681  295.362
-1  2801  0  6.85979  137.196
0  2801  -1  12.3215  246.43
0  2801  0  42.2888  845.777
0  2803  -1  13.9339  278.679
-1  2804  -1  11.5221  230.442
-1  2804  0  15.1247  302.493
0  2804  -1  11.3576  227.153
0  2804  0  32.2  644
-1  2805  -1  12.3278  246.555
0  2805  -1  26.9239  538.479
0  2805  0  7.08258  141.652
-1  2806  -1  17.8622  357.243
-1  2807  -1  22.743  454.859
-1  2807  0  0.628975  12.5795
0  2807  -1  0.563243  11.2649
0  2807  0  8.76  175.2
0  2808  0  88.689  1773.78
1  2809  -1  12.1087  242.173
0  2810  -1  8.92377  178.475
0  2812  -1  8.83137  176.627
0  2813  -1  17.7971  355.942
-1  2819  0  9.05099  181.02
0  2819  0  12.8095  256.191
-1  2820  -1  41.7062  834.123
-1  2820  0  17.545  350.9
0  2820  -1  34.9134  698.269
0  2820  0  16.8  336
0  2822  0  9.4731  189.462
-1  2823  -1  0.122981  2.45963
0  2823  -1  21.5151  430.302
1  2823  -1  24.2721  485.442
-1  2824  -1  17.3766  347.532
-1  2824  0  7.11294  142.259
-1  2826  0  8.8397  176.794
0  2826  0  29.3503  587.005
-1  2828  -1  12.8388  256.776
0  2828  1  12.7668  255.337
-1  2830  0  11.5883  231.766
-1  2831  -1  9.19388  183.878
-1  2833  -1  16.1597  323.194
-1  2833  0  0.629341  12.5868
0  2833  -1  0.376296  7.52592
-1  2836  -1  23.3391  466.782
0  2836  -1  7.45659  149.132
0  2836  0  10.8303  216.605
0  2838  0  11.7186  234.371
-1  2842  0  16.8544  337.088
0  2842  -1  44.3461  886.923
0  2842  0  8.88706  177.741
0  2843  0  17.4471  348.942
-1  2845  -1  22.4115  448.23
0  2845  0  40.102  802.04
0  2846  0  9.3591  187.182
-1  2847  0  0.136208  2.72415
0  2847  -1  12.7569  255.138
0  2847  0  11.3328  226.656
-1  2848  0  21.778  435.559
0  2849  0  20.1032  402.063
-1  2852  0  8.9754  179.508
0  2852  -1  11.4486  228.972
-1  2858  0  17.001  340.02
0  2862  0  21.4004  428.009
-1  2863  0  10.0813  201.627
-1  2864  0  24.4748  489.497
0  2864  0  36.62  732.399
0  2867  0  62.1316  1242.63
-1  2869  -1  30.0662  601.324
0  2870  0  20.4927  409.854
-1  2871  -1  13.9273  278.546
-1  2874  -1  17.295  345.901
-1  2874  0  17.2843  345.686
0  2874  -1  41.0152  820.303
0  2874  0  29.0226  580.451
0  2875  -1  0.759445  15.1889
0  2875  0  20.3538  407.075
-1  2877  0  17.9656  359.313
0  2882  0  15.0982  301.963
0  2883  -1  14.1891  283.782
0  2883  0  12.1  242
0  2884  -1  30.4306  608.611
0  2886  0  45.4641  909.282
0  2887  -1  29.8664  597.327
-1  2888  0  23.1503  463.006
0  2888  0  19.4513  389.026
-1  2890  0  34.9631  699.262
0  2890  -1  15.3416  306.833
-1  2894  0  28.9055  578.109
0  2894  0  6.95638  139.128
-1  2898  -1  12.1  242
0  2898  -1  0.0438163  0.876327
0  2898  0  8.88817  177.763
0  2900  0  24.3734  487.468
-1  2901  -1  49.8764  997.529
0  2901  -1  18.7388  374.777
0  2901  0  22.9449  458.898
0  2905  0  21.4203  428.406
-1  2907  -1  11.0677  221.353
0  2907  -1  67.3313  1346.63
0  2907  0  224.21  4484.2
-1  2909  -1  66.0131  1320.26
0  2909  0  16.8  336
-1  2910  -1  44.0101  880.202
-1  2910  0  0.288874  5.77748
0  2910  -1  143.772  2875.45
0  2910  0  9.30803  186.161
0  2911  -1  23.0698  461.396
-1  2912  0  16.7202  334.404
0  2914  -1  19.5348  390.696
0  2914  0  40.96  819.2
0  2916  -1  13.6005  272.009
-1  2922  -1  10.9423  218.847
0  2922  -1  32.6587  653.175
-1  2923  -1  36.4505  729.011
-1  2923  0  72.2637  1445.27
0  2923  0  32.2  644
0  2925  -1  18.4869  369.737
0  2926  0  14.7092  294.184
0  2930  0  12.9676  259.352
-1  2934  0  22.2475  444.951
-1  2937  0  15.9836  319.671
0  2939  0  35.0965  701.93
0  2940  -1  20.8022  416.045
-1  2941  -1  11.1574  223.148
-1  2943  -1  7.76575  155.315
-1  2943  0  0.348929  6.97859
0  2943  -1  0.328105  6.56209
0  2943  0  9.022  180.44
-1  2946  -1  0.644488  12.8898
-1  2946  0  0.155642  3.11284
0  2946  -1  38.7321  774.642
-1  2949  -1  16.203  324.06
-1  2950  -1  0.554908  11.0982
-1  2950  0  63.3027  1266.05
0  2950  -1  7.30265  146.053
0  2950  0  35.5207  710.413
-1  2951  -1  16.9436  338.872
0  2951  -1  12.4246  248.492
0  2951  0  8.12179  162.436
-1  2953  -1  16.8491  336.981
0  2953  -1  24.4572  489.144
0  2953  0  16.8  336
-1  2954  -1  19.4717  389.434
-1  2954  0  18.5887  371.774
0  2954  -1  8.26829  165.366
0  2954  0  7.38868  147.774
-1  2958  -1  16.8935  337.87
-1  2958  0  19.8648  397.296
0  2958  -1  11.5571  231.143
0  2959  0  10.6049  212.099
-1  2960  0  12.3587  247.174
-1  2963  0  45.9343  918.685
0  2964  0  31.1045  622.09
-1  2965  -1  11.4479  228.958
0  2965  -1  32.3657  647.314
-1  2966  -1  10.5657  211.313
0  2966  0  28.5834  571.669
-1  2968  -1  90.5369  1810.74
-1  2968  0  7.31218  146.244
0  2968  -1  462.429  9248.58
0  2968  0  116.077  2321.55
0  2969  -1  24.7517  495.034
-1  2970  0  25.4423  508.845
-1  2978  0  6.98924  139.785
0  2978  0  54.7929  1095.86
-1  2979  -1  19.5632  391.264
-1  2979  0  0.243534  4.87068
0  2979  0  60.2334  1204.67
0  2983  -1  9.31442  186.288
-1  2986  -1  20.0742  401.485
-1  2986  0  0.838946  16.7789
0  2987  -1  38.8856  777.712
0  2987  0  32.2  644
-1  2988  0  12.1076  242.151
0  2989  -1  22.1928  443.856
-1  2991  -1  53.9901  1079.8
-1  2991  0  7.64241  152.848
0  2991  -1  10.3095  206.189
0  2991  0  25.5171  510.343
-1  2992  0  10.777  215.539
0  2992  -1  49.8766  997.533
0  2992  0  32.2  644
-1  2993  -1  0.605183  12.1037
-1  2993  0  8.76  175.2
0  2993  0  9.33904  186.781
-1  2994  -1  82.6901  1653.8
0  2994  -1  6.98178  139.636
0  2994  0  16.8  336
-1  2995  -1  21.2967  425.934
0  2995  -1  87.2153  1744.31
-1  2997  0  36.8076  736.152
-1  2998  -1  15.0886  301.772
19  2998  57  9.69929  193.986
19  2998  58  614.274  12285.5
0  2999  -1  16.0171  320.341
19  2999  56  330.449  6608.99
19  2999  57  138.791  2775.82
19  2999  58  181.466  3629.33
19  3000  55  33.4153  668.307
19  3000  56  201.805  4036.09
19  3000  57  43.046  860.92
20  3000  56  6.84653  136.931
-1  3001  -1  34.4448  688.897
0  3001  -1  13.242  264.84
0  3001  0  12.1  242
18  3001  56  12.1993  243.985
19  3001  56  104.159  2083.18
19  3001  57  514.416  10288.3
20  3001  56  15.5039  310.078
20  3001  57  21.369  427.379
-1  3002  -1  36.9136  738.273
0  3002  -1  0.163991  3.27983
0  3002  0  8.36389  167.278
18  3002  56  79.5656  1591.31
19  3002  56  39.7762  795.524
-1  3003  -1  12.6697  253.394
0  3003  -1  7.24301  144.86
18  3003  56  33.1556  663.112
18  3003  57  108.344  2166.88
18  3004  57  22.146  442.919
16  3006  57  11.2187  224.375
17  3006  57  72.3981  1447.96
16  3007  57  42.5844  851.688
16  3008  57  93.944  1878.88
16  3009  57  335.713  6714.25
-1  3010  -1  19.1145  382.29
-1  3010  0  16.8  336
16  3010  57  117.398  2347.95
-1  3011  -1  10.8269  216.538
0  3011  0  28.6135  572.27
15  3011  57  24.9764  499.529
15  3012  56  62.7946  1255.89
15  3012  57  6.81057  136.211
15  3013  56  376.869  7537.37
15  3013  57  696.212  13924.2
16  3013  56  7.16129  143.226
16  3013  57  20.4476  408.951
0  3014  -1  9.70899  194.18
15  3014  56  163.866  3277.32
15  3014  57  17.2885  345.771
16  3014  56  98.3458  1966.92
-1  3015  0  44.5848  891.695
0  3015  0  17.7539  355.078
16  3015  56  46.9911  939.821
16  3016  56  160.162  3203.23
0  3017  0  24.097  481.941
16  3017  55  22.4736  449.472
16  3017  56  25.992  519.84
17  3017  56  7.25195  145.039
17  3018  56  17.788  355.759
-1  3019  -1  0.290863  5.81727
0  3019  -1  16.9073  338.147
0  3019  0  10.6511  213.022
0  3020  -1  46.3651  927.303
0  3020  0  32.2  644
18  3020  56  80.255  1605.1
18  3021  56  13.2886  265.771
18  3023  57  9.96846  199.369
-1  3024  -1  9.13723  182.745
-1  3024  0  25.2113  504.225
0  3024  -1  17.1221  342.442
0  3024  0  38.7427  774.854
18  3024  57  78.9659  1579.32
-1  3025  -1  8.92863  178.573
-1  3025  0  12.1  242
0  3025  -1  9.76622  195.324
16  3025  59  12.1998  243.995
17  3025  58  20.6597  413.194
0  3026  -1  9.40626  188.125
0  3026  0  12.2306  244.613
17  3026  59  79.0873  1581.75
0  3027  0  11.729  234.579
16  3028  60  14.6313  292.625
16  3028  61  36.6859  733.718
-1  3029  -1  16.3451  326.902
-1  3029  0  58.2965  1165.93
0  3029  -1  0.181548  3.63096
0  3029  0  40.3155  806.311
16  3029  61  73.6463  1472.93
-1  3030  -1  59.838  1196.76
-1  3030  0  11.3886  227.773
-1  3030  2  54.7128  1094.26
0  3030  -1  6.83512  136.702
0  3030  0  12.9488  258.976
15  3030  62  20.1682  403.364
-1  3031  3  28.0038  560.077
-1  3031  4  12.5965  251.93
-1  3032  -1  13.2192  264.384
-1  3032  0  12.1  242
-1  3032  5  103.079  2061.57
0  3032  -1  12.1914  243.827
14  3032  63  31.5294  630.589
-1  3033  7  99.8202  1996.4
13  3033  63  21.2318  424.636
14  3033  63  16.8  336
-1  3034  -1  25.5863  511.727
0  3034  -1  615.019  12300.4
0  3034  0  40  800
13  3034  64  32.3562  647.124
